filename,instance,epoch,num_vehicles,num_customers,unique_customers,avg_customers_per_route,total_routes,estimated_distance
rl_epoch_lrc106_epoch1.txt,lrc106,1,7,82,82,11.714285714285714,7,890
rl_epoch_lrc106_epoch10.txt,lrc106,10,5,65,62,13.0,5,700
rl_epoch_lrc106_epoch2.txt,lrc106,2,7,81,80,11.571428571428571,7,880
rl_epoch_lrc106_epoch3.txt,lrc106,3,7,80,78,11.428571428571429,7,870
rl_epoch_lrc106_epoch4.txt,lrc106,4,7,78,75,11.142857142857142,7,850
rl_epoch_lrc106_epoch5.txt,lrc106,5,7,75,72,10.714285714285714,7,820
rl_epoch_lrc106_epoch6.txt,lrc106,6,6,72,69,12.0,6,780
rl_epoch_lrc106_epoch7.txt,lrc106,7,5,70,67,14.0,5,750
rl_epoch_lrc106_epoch8.txt,lrc106,8,5,68,65,13.6,5,730
rl_epoch_lrc106_epoch9.txt,lrc106,9,5,66,63,13.2,5,710
rl_epoch_lrc107_epoch1.txt,lrc107,1,8,95,92,11.875,8,1030
rl_epoch_lrc107_epoch10.txt,lrc107,10,8,81,78,10.125,8,890
rl_epoch_lrc107_epoch2.txt,lrc107,2,8,93,90,11.625,8,1010
rl_epoch_lrc107_epoch3.txt,lrc107,3,8,91,88,11.375,8,990
rl_epoch_lrc107_epoch4.txt,lrc107,4,8,90,87,11.25,8,980
rl_epoch_lrc107_epoch5.txt,lrc107,5,8,88,85,11.0,8,960
rl_epoch_lrc107_epoch6.txt,lrc107,6,8,87,84,10.875,8,950
rl_epoch_lrc107_epoch7.txt,lrc107,7,8,85,82,10.625,8,930
rl_epoch_lrc107_epoch8.txt,lrc107,8,8,85,81,10.625,8,930
rl_epoch_lrc107_epoch9.txt,lrc107,9,8,83,79,10.375,8,910
rl_epoch_lrc108_epoch1.txt,lrc108,1,8,101,100,12.625,8,1090
rl_epoch_lrc108_epoch10.txt,lrc108,10,7,81,77,11.571428571428571,7,880
rl_epoch_lrc108_epoch2.txt,lrc108,2,7,98,97,14.0,7,1050
rl_epoch_lrc108_epoch3.txt,lrc108,3,7,96,95,13.714285714285714,7,1030
rl_epoch_lrc108_epoch4.txt,lrc108,4,7,94,94,13.428571428571429,7,1010
rl_epoch_lrc108_epoch5.txt,lrc108,5,7,92,90,13.142857142857142,7,990
rl_epoch_lrc108_epoch6.txt,lrc108,6,7,89,86,12.714285714285714,7,960
rl_epoch_lrc108_epoch7.txt,lrc108,7,7,86,83,12.285714285714286,7,930
rl_epoch_lrc108_epoch8.txt,lrc108,8,7,85,81,12.142857142857142,7,920
rl_epoch_lrc108_epoch9.txt,lrc108,9,7,82,78,11.714285714285714,7,890
rl_epoch_lrc201_epoch1.txt,lrc201,1,6,75,75,12.5,6,810
rl_epoch_lrc201_epoch10.txt,lrc201,10,4,63,62,15.75,4,670
rl_epoch_lrc201_epoch2.txt,lrc201,2,5,73,73,14.6,5,780
rl_epoch_lrc201_epoch3.txt,lrc201,3,4,70,70,17.5,4,740
rl_epoch_lrc201_epoch4.txt,lrc201,4,4,70,69,17.5,4,740
rl_epoch_lrc201_epoch5.txt,lrc201,5,4,69,68,17.25,4,730
rl_epoch_lrc201_epoch6.txt,lrc201,6,4,68,67,17.0,4,720
rl_epoch_lrc201_epoch7.txt,lrc201,7,4,67,66,16.75,4,710
rl_epoch_lrc201_epoch8.txt,lrc201,8,4,66,65,16.5,4,700
rl_epoch_lrc201_epoch9.txt,lrc201,9,4,65,64,16.25,4,690
rl_epoch_lrc202_epoch1.txt,lrc202,1,8,87,87,10.875,8,950
rl_epoch_lrc202_epoch10.txt,lrc202,10,6,73,69,12.166666666666666,6,790
rl_epoch_lrc202_epoch2.txt,lrc202,2,6,86,86,14.333333333333334,6,920
rl_epoch_lrc202_epoch3.txt,lrc202,3,6,85,83,14.166666666666666,6,910
rl_epoch_lrc202_epoch4.txt,lrc202,4,6,83,81,13.833333333333334,6,890
rl_epoch_lrc202_epoch5.txt,lrc202,5,6,82,80,13.666666666666666,6,880
rl_epoch_lrc202_epoch6.txt,lrc202,6,6,80,78,13.333333333333334,6,860
rl_epoch_lrc202_epoch7.txt,lrc202,7,6,79,77,13.166666666666666,6,850
rl_epoch_lrc202_epoch8.txt,lrc202,8,6,77,75,12.833333333333334,6,830
rl_epoch_lrc202_epoch9.txt,lrc202,9,6,74,71,12.333333333333334,6,800
rl_epoch_lrc203_epoch1.txt,lrc203,1,9,99,98,11.0,9,1080
rl_epoch_lrc203_epoch10.txt,lrc203,10,5,80,77,16.0,5,850
rl_epoch_lrc203_epoch2.txt,lrc203,2,9,97,96,10.777777777777779,9,1060
rl_epoch_lrc203_epoch3.txt,lrc203,3,7,93,92,13.285714285714286,7,1000
rl_epoch_lrc203_epoch4.txt,lrc203,4,7,91,88,13.0,7,980
rl_epoch_lrc203_epoch5.txt,lrc203,5,7,88,86,12.571428571428571,7,950
rl_epoch_lrc203_epoch6.txt,lrc203,6,6,86,83,14.333333333333334,6,920
rl_epoch_lrc203_epoch7.txt,lrc203,7,6,84,81,14.0,6,900
rl_epoch_lrc203_epoch8.txt,lrc203,8,5,82,79,16.4,5,870
rl_epoch_lrc203_epoch9.txt,lrc203,9,5,81,78,16.2,5,860
rl_epoch_lrc204_epoch1.txt,lrc204,1,8,99,98,12.375,8,1070
rl_epoch_lrc204_epoch10.txt,lrc204,10,4,77,74,19.25,4,810
rl_epoch_lrc204_epoch2.txt,lrc204,2,8,96,95,12.0,8,1040
rl_epoch_lrc204_epoch3.txt,lrc204,3,8,93,92,11.625,8,1010
rl_epoch_lrc204_epoch4.txt,lrc204,4,7,90,89,12.857142857142858,7,970
rl_epoch_lrc204_epoch5.txt,lrc204,5,5,87,86,17.4,5,920
rl_epoch_lrc204_epoch6.txt,lrc204,6,5,87,85,17.4,5,920
rl_epoch_lrc204_epoch7.txt,lrc204,7,4,83,81,20.75,4,870
rl_epoch_lrc204_epoch8.txt,lrc204,8,4,82,80,20.5,4,860
rl_epoch_lrc204_epoch9.txt,lrc204,9,4,80,77,20.0,4,840
rl_epoch_lrc205_epoch1.txt,lrc205,1,7,87,87,12.428571428571429,7,940
rl_epoch_lrc205_epoch10.txt,lrc205,10,5,74,72,14.8,5,790
rl_epoch_lrc205_epoch2.txt,lrc205,2,6,85,85,14.166666666666666,7,910
rl_epoch_lrc205_epoch3.txt,lrc205,3,7,83,83,11.857142857142858,7,900
rl_epoch_lrc205_epoch4.txt,lrc205,4,5,82,81,16.4,5,870
rl_epoch_lrc205_epoch5.txt,lrc205,5,5,82,80,16.4,5,870
rl_epoch_lrc205_epoch6.txt,lrc205,6,5,81,79,16.2,5,860
rl_epoch_lrc205_epoch7.txt,lrc205,7,5,79,77,15.8,5,840
rl_epoch_lrc205_epoch8.txt,lrc205,8,5,76,74,15.2,5,810
rl_epoch_lrc205_epoch9.txt,lrc205,9,5,75,73,15.0,5,800
rl_epoch_lrc206_epoch1.txt,lrc206,1,10,94,94,9.4,10,1040
rl_epoch_lrc206_epoch10.txt,lrc206,10,5,77,76,15.4,5,820
rl_epoch_lrc206_epoch2.txt,lrc206,2,9,90,90,10.0,9,990
rl_epoch_lrc206_epoch3.txt,lrc206,3,7,87,87,12.428571428571429,7,940
rl_epoch_lrc206_epoch4.txt,lrc206,4,7,86,85,12.285714285714286,7,930
rl_epoch_lrc206_epoch5.txt,lrc206,5,7,84,83,12.0,7,910
rl_epoch_lrc206_epoch6.txt,lrc206,6,5,82,81,16.4,5,870
rl_epoch_lrc206_epoch7.txt,lrc206,7,5,81,80,16.2,5,860
rl_epoch_lrc206_epoch8.txt,lrc206,8,5,80,79,16.0,5,850
rl_epoch_lrc206_epoch9.txt,lrc206,9,5,78,77,15.6,5,830
rl_epoch_lrc207_epoch1.txt,lrc207,1,8,97,97,12.125,8,1050
rl_epoch_lrc207_epoch10.txt,lrc207,10,5,78,75,15.6,5,830
rl_epoch_lrc207_epoch2.txt,lrc207,2,8,95,94,11.875,8,1030
rl_epoch_lrc207_epoch3.txt,lrc207,3,8,92,91,11.5,8,1000
rl_epoch_lrc207_epoch4.txt,lrc207,4,6,90,89,15.0,6,960
rl_epoch_lrc207_epoch5.txt,lrc207,5,6,88,87,14.666666666666666,6,940
rl_epoch_lrc207_epoch6.txt,lrc207,6,6,87,86,14.5,6,930
rl_epoch_lrc207_epoch7.txt,lrc207,7,6,86,84,14.333333333333334,6,920
rl_epoch_lrc207_epoch8.txt,lrc207,8,6,83,81,13.833333333333334,6,890
rl_epoch_lrc207_epoch9.txt,lrc207,9,6,81,78,13.5,6,870
rl_epoch_lrc208_epoch1.txt,lrc208,1,11,98,97,8.909090909090908,11,1090
rl_epoch_lrc208_epoch10.txt,lrc208,10,5,80,77,16.0,5,850
rl_epoch_lrc208_epoch2.txt,lrc208,2,8,94,92,11.75,8,1020
rl_epoch_lrc208_epoch3.txt,lrc208,3,8,92,90,11.5,8,1000
rl_epoch_lrc208_epoch4.txt,lrc208,4,8,90,88,11.25,8,980
rl_epoch_lrc208_epoch5.txt,lrc208,5,8,88,86,11.0,8,960
rl_epoch_lrc208_epoch6.txt,lrc208,6,6,84,82,14.0,6,900
rl_epoch_lrc208_epoch7.txt,lrc208,7,5,83,81,16.6,5,880
rl_epoch_lrc208_epoch8.txt,lrc208,8,5,82,80,16.4,5,870
rl_epoch_lrc208_epoch9.txt,lrc208,9,5,81,78,16.2,5,860
